STRUCTURE_NAME,Volume [nm^3],x_box [A],y_box [A],z_box [A],UnitCell,unit vector a,unit vector b,unit vector c,Framework Mass [g/mol],Framework Density [kg/m^3]
ETIYEN_clean,2.524540955506597,12.08947,11.14190,18.70760,2 3 2,12.111700000000 0.000000000000 -1.135029606175,0.000000000000 11.141900000000 0.000000000000,0.000000000000 0.000000000000 18.707599305980,2225.130642425118,1463.598994382138
ETUWEW_clean,1.386299597818508,8.17678,11.78490,12.16341,3 3 2,9.671100000000 0.000000000000 -7.682258881159,0.000000000000 11.784900000000 0.000000000000,0.000000000000 0.000000000000 12.163409315354,1305.618126121127,1563.896768160373
ETUWIA_clean,1.336004423707599,8.10083,11.54220,12.05624,3 3 2,9.600800000000 0.000000000000 -7.668844210153,0.000000000000 11.542200000000 0.000000000000,0.000000000000 0.000000000000 12.056239813491,1059.776125216407,1317.210681601137
ETUWOG_clean,1.482186086666336,9.44399,11.79045,12.73362,3 3 2,9.845600000000 -2.458003540691 -2.464549651950,0.000000000000 11.822482340184 -0.939331101472,0.000000000000 0.000000000000 12.733619568091,1338.290789389322,1499.328392962136
ETUXEW_clean,1.93934614074225,12.79750,10.21820,14.83050,2 3 2,12.797500000000 0.000000000000 0.000000000000,0.000000000000 10.218200000000 0.000000000000,0.000000000000 0.000000000000 14.830500000000,2064.583411700390,1767.771434736221
EVADEK_clean,9.026492336347312,15.95284,23.41500,24.15265,2 2 1,15.961000000000 0.000000000000 -0.772530496478,0.000000000000 23.415000000000 0.000000000000,0.000000000000 0.000000000000 24.152648335783,11311.702388354788,2080.932346814979
EVADIO_clean,8.789713238518656,15.82186,23.26100,23.87826,2 2 2,15.825000000000 0.000000000000 -0.475996319104,0.000000000000 23.261000000000 0.000000000000,0.000000000000 0.000000000000 23.878256144539,11538.708846015992,2179.874630173202
EVADIQ_clean,3.149850087865625,12.12327,13.14606,16.94762,2 2 2,13.660500000000 6.340302632370 5.989873408471,0.000000000000 13.605501410090 4.519652312325,0.000000000000 0.000000000000 16.947620770367,2103.122871288819,1108.724820992964
EVAKIV_clean,13.317951616017874,23.70350,23.70350,23.70350,2 2 2,23.703500000000 0.000000000000 0.000000000000,0.000000000000 23.703500000000 0.000000000000,0.000000000000 0.000000000000 23.703500000000,5856.574860508085,730.222607965164
EVAKOB_charged,6.540783351055597,16.66122,16.66122,16.66122,2 2 2,20.405600000000 -6.801792582709 -6.801792582709,0.000000000000 19.238610371381 -9.619148030526,0.000000000000 0.000000000000 16.661216047715,3176.307102226856,806.383680381189
EVEGER_clean,3.355718167273721,13.37143,13.37143,16.25400,2 2 2,15.440000000000 -7.720000000000 0.000000000000,0.000000000000 13.371432234432 0.000000000000,0.000000000000 0.000000000000 16.254000000000,3003.018610464073,1486.009387905383
EVEGIV_clean,11.55732695371522,19.95323,19.95323,25.13980,2 2 1,23.040000000000 -11.520000000000 0.000000000000,0.000000000000 19.953225303193 0.000000000000,0.000000000000 0.000000000000 25.139800000000,9133.386988716005,1312.270809817208
EVEGOB_clean,3.8478985942204083,15.67020,15.67020,15.67020,2 2 2,15.670200000000 0.000000000000 0.000000000000,0.000000000000 15.670200000000 0.000000000000,0.000000000000 0.000000000000 15.670200000000,2971.890595291490,1282.502463153724
EVEGUH_clean,3.8312004996718763,15.64750,15.64750,15.64750,2 2 2,15.647500000000 0.000000000000 0.000000000000,0.000000000000 15.647500000000 0.000000000000,0.000000000000 0.000000000000 15.647500000000,2971.890595291490,1288.092185589368
EVIMUT_clean,2.5859578112285706,12.01577,11.93998,16.05068,2 3 2,12.721000000000 -2.201749294053 -3.844327558604,0.000000000000 12.665043428514 -5.677927302971,0.000000000000 0.000000000000 16.050682327064,1540.818954463536,989.416584307604
EVOHOM_clean,1.110480200759996,7.98751,7.99305,14.51598,4 4 2,9.201000000000 -3.956848978238 -2.622066149257,0.000000000000 8.314371207338 -4.157165738228,0.000000000000 0.000000000000 14.515980586369,1435.907594568689,2147.161351584082
EVOMOR01_clean,1.8199422199338071,8.72623,11.51996,17.84700,3 3 2,8.852000000000 -1.962934999503 0.000000000000,0.000000000000 11.519960002023 0.000000000000,0.000000000000 0.000000000000 17.847000000000,1308.778651334388,1194.146501707524
EVOMOR_clean,1.829215599035482,8.73763,11.53918,17.88240,3 3 2,8.864700000000 -1.975123374882 0.000000000000,0.000000000000 11.539182668369 0.000000000000,0.000000000000 0.000000000000 17.882400000000,1308.778651334388,1188.092664631615
EVOTIT_clean,14.546975989045151,16.61391,26.59393,26.59396,2 1 1,17.813000000000 -5.937903117005 5.937688734064,0.000000000000 30.708073534220 15.354132551747,0.000000000000 0.000000000000 26.593964347023,8631.009405888295,985.230564754234
EVOTIT_SL,14.546883540475635,16.61391,16.61391,16.61391,2 2 2,31.276800000000 -13.947578444446 -13.947578444446,0.000000000000 27.994700815976 -22.531784500990,0.000000000000 0.000000000000 16.613908660426,10778.310614816217,1230.353026111002
EVUBAY_clean,2.1769989447666047,9.33220,10.79087,21.60984,3 3 2,9.332200000000 0.000000000000 0.000000000000,0.000000000000 10.795000000000 -0.597578195966,0.000000000000 0.000000000000 21.609839145855,2489.739280760944,1899.086127292647
EVUDAA_clean,4.46687132611782,13.48010,13.48010,24.58200,2 2 1,13.480100000000 0.000000000000 0.000000000000,0.000000000000 13.480100000000 0.000000000000,0.000000000000 0.000000000000 24.582000000000,2869.026947546348,1066.547479562517
EVUMUE_clean,1.9263033178019642,8.79530,12.22924,16.04493,3 2 2,9.807800000000 4.903889531516 4.903875462641,0.000000000000 12.240952755104 0.702523118693,0.000000000000 0.000000000000 16.044930850727,2479.510994598200,2137.422487832251
EVUNAL_clean,1.9075587008346,8.79994,12.23921,15.85261,3 2 2,9.821400000000 4.910686707658 4.910686367307,0.000000000000 12.251910725239 0.722459918727,0.000000000000 0.000000000000 15.852606830354,2500.833704155680,2176.987378169623
EVUNEP_clean,1.896634266769415,8.81364,12.24073,15.72164,3 2 2,9.843799620000 4.921883122557 4.921882525103,0.000000000000 12.255270689207 0.766453402623,0.000000000000 0.000000000000 15.721642624356,2525.354572771600,2210.995098136078
EVUNIT_clean_h,1.896634354286793,8.81363,12.24073,15.72164,3 2 2,9.843800000000 4.921916790472 4.921916816015,0.000000000000 12.255270702749 0.766453179849,0.000000000000 0.000000000000 15.721642725534,2530.738719809743,2215.708917194815
EVUNOY_clean,2.89306892462,13.23700,14.69800,14.87000,2 2 2,13.237000000000 0.000000000000 0.000000000000,0.000000000000 14.698000000000 0.000000000000,0.000000000000 0.000000000000 14.870000000000,2630.189121284526,1509.653246530091
EVUPOC_clean,1.89871605146156,10.69364,10.62524,15.65369,3 3 2,11.090000000000 2.918379634583 2.047037551637,0.000000000000 10.937342470109 3.821877560411,0.000000000000 0.000000000000 15.653687686147,1639.628719625624,1433.951634992072
EVUQOC_clean,0.998336690954153,9.16863,9.16997,10.47663,3 3 3,10.134000480000 4.337110678582 0.106879414800,0.000000000000 9.403171621958 2.377744577831,0.000000000000 0.000000000000 10.476633451319,906.265112334377,1507.395580410120
EVUQUI_clean,0.9916026502616659,8.70194,9.13806,11.23260,3 3 3,9.521100340000 -3.701564564040 -1.412116165997,0.000000000000 9.271930264525 -1.929694636605,0.000000000000 0.000000000000 11.232602237825,916.926467113117,1535.485920487564
EVURAP_clean,1.003494593315072,8.77018,9.19036,11.20946,3 3 3,9.604699540000 -3.739135451907 -1.437470617820,0.000000000000 9.320659632798 -1.894234503482,0.000000000000 0.000000000000 11.209457751324,908.685656796557,1503.653067566643
EWALUK_clean,9.768991542292257,18.80323,18.80323,21.98338,2 2 2,22.652300000000 11.326150000000 11.326134620352,0.000000000000 19.617467254146 6.539146871938,0.000000000000 0.000000000000 21.983381291305,4666.352284067614,793.189209619237
EWASIG01_clean,1.5948624622393148,10.13430,11.58965,13.08607,3 3 2,10.470200000000 2.970068155410 0.937498322802,0.000000000000 11.640157505902 1.223066948304,0.000000000000 0.000000000000 13.086074903679,956.358057525680,995.740779365605
EWASIG_clean,1.5951165485417351,10.12797,11.58990,13.09411,3 3 2,10.464000000000 2.976320966751 0.916497418444,0.000000000000 11.641760001945 1.240138466146,0.000000000000 0.000000000000 13.094111891487,958.373939033471,997.680728657834
EWECOY_clean,4.050292406530214,14.42500,14.50100,17.73405,2 2 2,15.750000000000 0.000000000000 -7.773630339854,0.000000000000 14.501000000000 0.000000000000,0.000000000000 0.000000000000 17.734047488921,3301.850061240813,1353.692362474839
EWESAC_clean,9.403957787495816,15.11230,19.90690,31.25910,2 2 1,15.112300000000 0.000000000000 0.000000000000,0.000000000000 19.906900000000 0.000000000000,0.000000000000 0.000000000000 31.259100000000,7292.135264971423,1287.635831804670
EWESIJ_clean,5.880921278569911,13.90500,20.43622,20.43622,2 2 2,13.905000000000 0.000000000000 0.000000000000,0.000000000000 20.695400100000 -3.265047983569,0.000000000000 0.000000000000 20.436218897462,6115.167040639000,1726.680431574460
EWETIL_clean,1.38479325530598,8.98704,11.95617,12.71448,3 3 2,9.003000000000 -0.702839519491 -0.056358508411,0.000000000000 12.097600613752 -1.961418716146,0.000000000000 0.000000000000 12.714475425218,1191.880149912579,1429.212006163436
EWETOR_clean,58.145014103021,38.74100,38.74100,38.74100,1 1 1,38.741000000000 0.000000000000 0.000000000000,0.000000000000 38.741000000000 0.000000000000,0.000000000000 0.000000000000 38.741000000000,38819.687623409809,1108.634947505431
EWETUW_clean,1.347661893796678,7.88739,11.53730,12.66254,4 3 2,8.257000000000 -2.669064203985 -1.610059027507,0.000000000000 12.889556442136 -6.307815569896,0.000000000000 0.000000000000 12.662535949174,1066.498444906796,1314.099610521808
EWEWUZ_charged,2.397498240272746,7.80547,16.19331,15.93658,4 2 2,8.050600000000 0.000000000000 -4.025254913693,0.000000000000 18.686800000000 -9.178086452274,0.000000000000 0.000000000000 15.936579393470,2409.704329103200,1668.992823937595
EWIDUK_clean5b,2.4720040489604522,12.04610,12.04610,12.04610,2 2 2,14.753300000000 -4.917713103779 -4.917713103779,0.000000000000 13.909563570397 -6.954668161620,0.000000000000 0.000000000000 12.046101007408,1365.605013889829,917.328599004225
EWIDUK_SL,2.4720040489604522,12.04610,12.04610,12.04610,2 2 2,14.753300000000 -4.917713103779 -4.917713103779,0.000000000000 13.909563570397 -6.954668161620,0.000000000000 0.000000000000 12.046101007408,1365.605013889829,917.328599004225
EWILON_clean,8.975569651768001,20.78200,20.78200,20.78200,2 2 2,20.782000000000 0.000000000000 0.000000000000,0.000000000000 20.782000000000 0.000000000000,0.000000000000 0.000000000000 20.782000000000,7887.996173746717,1459.330564064802
EWIMIH_charged,3.839122228595426,11.34300,13.72941,24.61866,3 2 1,11.343000000000 0.000000000000 0.000000000000,0.000000000000 13.748000000000 -1.281592536617,0.000000000000 0.000000000000 24.618664150804,2817.534031054540,1218.670334996444
EWIMON_charged,3.9161706929242133,11.44300,13.84941,24.67077,3 2 1,11.443000000000 0.000000000000 0.000000000000,0.000000000000 13.872000000000 -1.409547281109,0.000000000000 0.000000000000 24.670766049361,2889.128470965128,1225.051226998908
EWIPIL_clean,1.7031447518840188,8.63207,12.19230,12.30707,3 2 2,11.350400000000 0.000000000000 -10.507889870953,0.000000000000 12.192300000000 0.000000000000,0.000000000000 0.000000000000 12.307072346822,1234.316236994501,1203.438468914696
EWUCOP_clean,1.722343645958739,10.30819,11.40200,13.83046,3 3 2,10.921999940000 0.000000000000 -4.843357671846,0.000000000000 11.402000000000 0.000000000000,0.000000000000 0.000000000000 13.830459228188,1182.795433496932,1140.351768775338
EWUFAF_clean,3.508836666149773,15.14852,15.14852,13.24200,2 2 2,17.492000000000 -8.746000000000 0.000000000000,0.000000000000 15.148516362997 0.000000000000,0.000000000000 0.000000000000 13.242000000000,6008.233709993079,2843.365395394573
EWUGEK_clean,2.3835688812642037,26.76946,4.85950,16.15974,1 5 2,30.353000000000 0.000000000000 -8.636838332618,0.000000000000 4.859500000000 0.000000000000,0.000000000000 0.000000000000 16.159744819032,2291.583983901246,1596.456465222319
EWUKAK_clean,7.40090602944,20.32800,20.32800,17.91000,2 2 2,20.328000000000 0.000000000000 0.000000000000,0.000000000000 20.328000000000 0.000000000000,0.000000000000 0.000000000000 17.910000000000,4959.870447150365,1112.844417188922
EWUKEO_clean,5.26224138734513,15.92534,15.92534,17.96900,2 2 2,18.389000000000 -9.194500000000 0.000000000000,0.000000000000 15.925341150192 0.000000000000,0.000000000000 0.000000000000 17.969000000000,3305.669085572077,1043.128038084832
EWUKIS_clean,5.248768513819984,15.90715,15.90715,17.96400,2 2 2,18.368000000000 -9.184000000000 0.000000000000,0.000000000000 15.907154616713 0.000000000000,0.000000000000 0.000000000000 17.964000000000,3344.522284099975,1058.097487153361
EWUSOF_clean,11.06680026951814,18.37873,18.37873,29.20656,2 2 1,19.570000000000 -2.845463474620 -8.362102511792,0.000000000000 19.362030823615 -9.680823521646,0.000000000000 0.000000000000 29.206555369729,5844.732746544018,876.983846874963
EWUSUL_clean,11.100804779044148,18.38258,18.38266,29.29696,2 2 1,19.571500000000 -2.869452470232 8.351020949164,0.000000000000 19.360107672249 9.680047055332,0.000000000000 0.000000000000 29.296961789974,6547.966235409917,979.492183816484
EWUTEW_clean,4.717644467896238,9.42597,19.63949,23.89386,3 2 2,9.709700000000 -4.854859552523 0.000000000000,0.000000000000 20.334482406132 -6.412602666575,0.000000000000 0.000000000000 23.893857775601,3676.868855611103,1294.201623152794
EXALAR_clean,3.593344534955104,11.19351,14.94300,21.46863,3 2 2,11.201000000000 0.000000000000 -0.785718003165,0.000000000000 14.943000000000 0.000000000000,0.000000000000 0.000000000000 21.468626789329,1772.544570183693,819.119590396370
EXALIZ_clean,3.1219263080460777,12.54278,12.67284,18.46517,2 2 2,13.002400000000 3.540655301723 1.562999282734,0.000000000000 13.003069340905 4.242799152065,0.000000000000 0.000000000000 18.465167291076,2863.391665228496,1523.025299355039
EXAPEA_clean,1.7899262383528,15.43700,15.43700,7.51120,2 2 4,15.437000000000 0.000000000000 0.000000000000,0.000000000000 15.437000000000 0.000000000000,0.000000000000 0.000000000000 7.511200000000,1561.187028466071,1448.334274827394
EXAXAE01_clean,4.130994279482818,19.35770,19.35770,11.02420,2 2 3,19.357700000000 0.000000000000 0.000000000000,0.000000000000 19.357700000000 0.000000000000,0.000000000000 0.000000000000 11.024200000000,3352.798791386977,1347.726929481894
EXAXAE_clean,4.077630063381189,19.15010,19.15010,11.11900,2 2 3,19.150100000000 0.000000000000 0.000000000000,0.000000000000 19.150100000000 0.000000000000,0.000000000000 0.000000000000 11.119000000000,3352.798791386978,1365.364721530940
EXECAN_clean,11.845600250278798,16.30873,16.30873,38.56980,2 2 1,18.831700000000 -9.415850000000 0.000000000000,0.000000000000 16.308730596447 0.000000000000,0.000000000000 0.000000000000 38.569800000000,6942.749209355482,973.247761907293
EXEMUR_clean,4.337458123871604,15.75820,15.75820,15.12700,2 2 2,18.196000000000 -9.098000000000 0.000000000000,0.000000000000 15.758198247262 0.000000000000,0.000000000000 0.000000000000 15.127000000000,3703.102106843317,1417.683878851892
EXENAX_clean,2.306261549520454,7.40122,25.83300,11.54418,4 1 3,7.733400000000 0.000000000000 -3.497269933020,0.000000000000 25.833000000000 0.000000000000,0.000000000000 0.000000000000 11.544184003454,2630.939520661014,1894.311147242375
EXEQAA_clean,4.375677403529794,11.95962,14.56327,23.01359,3 2 2,12.385000000000 -0.000026794295 -6.192357131768,0.000000000000 15.351999999977 -7.675997304108,0.000000000000 0.000000000000 23.013587451329,2700.847040704218,1024.952411349113
EXEQII_clean,1.458471108788572,9.63786,10.85200,10.85199,3 3 3,12.384499370000 6.192241330958 6.192222719771,0.000000000000 10.852003121635 0.000013971802,0.000000000000 0.000000000000 10.851992003936,896.250583885822,1020.423918183110
EXEQII_SL,1.458471199462746,9.63784,10.85199,10.85200,3 3 3,12.384500000000 6.192277142522 6.192258202213,0.000000000000 10.851992220335 0.000014431713,0.000000000000 0.000000000000 10.852003027871,900.282346901405,1025.014208413524
EXEWAG_clean,2.612449370462572,13.35970,12.77258,12.77258,2 2 2,13.898999650000 -2.118726508015 -2.118726650122,0.000000000000 14.715859674519 -7.308739655904,0.000000000000 0.000000000000 12.772582032787,1679.154647017322,1067.313055344947
EXEWIO_clean,8.566661743695734,21.04290,23.89140,16.33234,2 2 2,21.954400000000 0.000000000000 -4.858951701035,0.000000000000 23.891400000000 0.000000000000,0.000000000000 0.000000000000 16.332341302061,5706.558224783012,1106.143934713226
EXEXAH_clean,2.4801501864114996,7.16350,18.60700,18.60700,4 2 2,7.163500000000 0.000000000000 0.000000000000,0.000000000000 18.607000000000 0.000000000000,0.000000000000 0.000000000000 18.607000000000,1293.035337031246,865.727915962690
EXIBUI_clean,0.795339085721521,6.89882,9.68847,10.24600,4 3 3,7.218999900000 -0.953795712532 -2.586477844179,0.000000000000 10.752780916738 -4.932726646858,0.000000000000 0.000000000000 10.246003327588,892.774714155793,1863.968480495666
